0,1494,R R2 U F D L F2 R D2 U F R2 L U2 R D2 F2 F L2 U,False,THREE
0,32,U2 D2 F2 D L2 U R2 D L F2 R L2 U F D L R2 R U2 U,False,THREE
0,1376,U2 R D L2 F R2 L U2 D2 D F2 R L2 U2 R2 D2 L F2 R D,False,THREE
0,32,L R2 D U2 F2 R L2 U R2 D L F2 R U2 U D F R2 L U2,False,THREE
0,32,L U2 R D U F R2 L U2 F2 D F2 F L2 U2 R2 D2 L F2 R,False,THREE
0,34,U2 F D2 L U2 R D U D L2 F R2 D2 U F2 D L2 U2 R2 D2,False,THREE
0,33,F2 R L2 U2 D U2 F R L U R2 D L2 F R D2 U F2 D L2,False,THREE
0,33,R2 U2 F D2 L F2 R2 D U2 F R L U R2 D F2 F L U2 R,False,THREE
0,584,F R2 L R2 R U2 F2 D L2 U R2 D2 U2 F2 R L2 U F D2 L,False,THREE
0,504,R2 L U2 F D2 F2 R L2 U R2 D L F2 R D2 U F D L U2,False,THREE
0,160,R D2 U F2 D L U2 R D2 L2 F2 R2 L U2 D D2 F2 R L2 U,False,THREE
0,593,D2 U F R2 L U2 R D2 F2 F L2 U R2 D2 U2 F2 R L2 U F,False,THREE
0,431,L2 U2 R D2 L F2 R2 L2 U2 D D2 F R L2 U R2 D L2 F R,False,THREE
0,480,U2 F2 D L2 U R2 D2 F F2 L F2 R D U2 F R2 L U R D,False,THREE
0,431,U2 D D2 F2 R L2 U F D L F2 R D2 U F R2 L U2 R D2,False,THREE
0,303,R2 D2 F F2 L U R2 D U2 F R L U F2 D L2 F R U2 U,False,THREE
0,272,D U2 F2 L L2 R R2 U F D2 L U2 R D U F R2 L U2 D2,False,THREE
0,967,D F2 R2 L2 U2 R D2 L F2 R2 D U2 F D2 L U R U F2 D,False,THREE
0,2072,U D F F2 L U2 R D L2 F R2 L U2 F2 D2 L2 R R2 U U2,False,THREE
0,288,F2 R L2 U F D2 L F2 R D U F R2 L U2 R D2 F2 D L2,False,THREE
0,575,R D2 U F2 L2 R2 D U2 F D2 L2 U R2 D L F R L2 U D2,False,THREE
0,569,D L2 U R2 D2 U2 F2 R L2 R D U F D2 L U2 R D L2 F,False,THREE
0,2336,D D2 F2 D2 L2 U R2 D L F2 R L2 U F D L R2 R U2 U,False,THREE
0,408,R L2 U2 D U2 F R2 L U R D L2 F R2 D2 U F2 D L2 R2,False,THREE
0,399,D U2 F2 D2 L2 U R2 D L F R L2 U D2 D F R2 L U2 R,False,THREE
0,351,U2 R D2 L F2 R2 U U2 D U2 F R L2 U F2 D L F R D2,False,THREE
0,463,U2 F D2 L U R D U2 F R2 L U F2 D L2 F R2 U2 R D2,False,THREE
0,393,R2 U U2 D L F2 R L2 U F D L U2 R D2 U F L2 L R2,False,THREE
0,416,D L2 U R2 D2 U2 F2 L L2 R D U2 F D2 L U R D L2 F,False,THREE
0,328,U U2 D L F2 R D2 U F D L U2 R D2 F2 F L2 L R2 D2,False,THREE
0,208,F D2 L2 R R2 U U2 D L F2 R D2 U F D L U2 R D2 L2,False,THREE
0,208,D D2 F R L U R2 D L2 F R D2 U F2 D L2 R2 R U2 F,False,THREE
0,32,L2 U2 F D2 L U R2 D U2 F L R D2 U F2 D L U2 R D2,False,THREE
0,447,D2 L2 F R2 D U2 F2 D2 L2 R R2 U F D2 L F2 R D2 U F,False,THREE
0,416,D2 L U R D L2 F R2 L U D2 D F2 R2 L2 U2 R D2 L F2,False,THREE
0,439,L U2 R D2 F2 F L2 L R2 D2 U2 F2 R L2 U R2 D2 L F2 R,False,THREE
0,415,L2 F R D2 U F2 D L2 R2 R U2 F D2 L2 F2 R2 D U2 F R,False,THREE
0,903,R2 U U2 D L F2 R L2 U F D L U2 R D2 U F R2 L R2,False,THREE
0,903,R2 U U2 D L F2 R L2 U F D L U2 R D2 U F R2 L R2,False,THREE
0,4311,U2 F2 L L2 R D U2 F D2 L U R D L2 F R2 L U2 D2 D,True,THREE
